folio,ordenpersona,diaentrevista,mesentrevista,horaentrevista,minutoentrevista,sexo,parentesco,mesnacimiento,agnonacimiento,tenencialicenciaconducir,tenenciatne,tenenciatarjetaadultomayor,escolaridadcurso,escolaridadnivel,escolaridadtitulo,actividadtrabaja,actividadestudia,actividadjubilado,actividadduenacasa,actividadbuscatrabajo1vez,actividadcesante,actividadotro,actividadotro_e,ocupacionprincipal,actividadeconomica,jornadatrabajo,dondeestudia,lugartrabajocomuna,lugarestudiocomuna,realizoviaje,lugardiaregistroviaje,motivonoviaje,motivonoviaje_e,lugarcomienzodia,sector_lugariniciodia,horasalidahora,horasalidaminuto,numeroviajes,viajescaminata,numeroetapas,freqcaminata,freqprivado,freqbus,freqcolectivo,freqbicicleta,freqavion,comprascomuna,saludcomuna,saludcomunaesp,usotic,usotranspub,percepcioningresos,montoingresopersonal,tramoingresopersonal,montogastotransporte,conocimientocampana,campanadiario,campanaradio,campanatelevision,campanaafiche,campanapasacalle,campanapersonas,edad,tramoedad,ingresopersonal,factorexpansionp
10321,1,23,5,15,37,Hombre,Jefe(a) de hogar,8,1976,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,6,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Diario,Semanal,Anual,Si,Si,Desconocido,No,No,"Si, tiene ingresos",420000.0,Entre $395.001 y $560.000,200000,No,No,No,No,No,No,No,45,De 30 a 64 años,420000.0,"11,54"
10322,1,23,5,15,15,Mujeres,Conyuge o Pareja,1,1960,No,No,No,4,Universitarios completos,Si,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,1,0,1,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,0,No,No,No,No,No,No,No,62,De 30 a 64 años,Desconocido,"8,963"
10322,2,23,5,15,30,Hombre,Jefe(a) de hogar,7,1960,Licencia no profesional B,No,No,4,Universitarios completos,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,1,0,1,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,100000,No,No,No,No,No,No,No,61,De 30 a 64 años,Desconocido,"8,105"
10331,1,21,5,18,0,Hombre,Jefe(a) de hogar,4,1946,Licencia no profesional B,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,18.0,0.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",270000.0,Entre $245.001 y $395.000,50000,No,No,No,No,No,No,No,76,Mas de 65 años,270000.0,"7,956"
10331,2,21,5,18,12,Mujeres,Conyuge o Pareja,12,1951,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,18.0,0.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",205000.0,Menos de $245.000,0,No,No,No,No,No,No,No,70,Mas de 65 años,205000.0,"5,345"
10332,1,21,5,18,33,Hombre,Jefe(a) de hogar,7,1979,Licencia no profesional B,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,14.0,30.0,2,0,2,Semanal,Diario,Nunca,Nunca,Mensual,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",800000.0,Entre $703.001 y $821.000,90000,No,No,No,No,No,No,No,42,De 30 a 64 años,800000.0,"8,734"
10332,2,21,5,18,45,Mujeres,Conyuge o Pareja,10,1967,Licencia no profesional B,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,Si,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,5.0,30.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",800000.0,Entre $703.001 y $821.000,70000,No,No,No,No,No,No,No,54,De 30 a 64 años,800000.0,"6,111"
10341,1,21,5,19,30,Hombre,Jefe(a) de hogar,4,1950,Licencia no profesional B,No,No,6,Universitarios completos,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,0,2,Semanal,Semanal,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",500000.0,Entre $395.001 y $560.000,100000,No,No,No,No,No,No,No,72,Mas de 65 años,500000.0,"10,512"
10342,1,5,8,15,0,Mujeres,Jefe(a) de hogar,5,1952,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Nunca,Semanal,Semanal,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,No responde,20000,Si,No,Si,No,No,No,No,70,Mas de 65 años,Desconocido,"5,345"
10342,2,5,8,15,10,Hombre,Conyuge o Pareja,3,1941,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Mensual,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,No responde,0,Si,No,Si,No,No,No,No,81,Mas de 65 años,Desconocido,"7,956"
10351,1,23,5,11,15,Mujeres,Jefe(a) de hogar,4,1973,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,Si,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Diario,Nunca,Anual,Mensual,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",1000000.0,Entre $821.001 y 1.035.000,350000,No,No,No,No,No,No,No,49,De 30 a 64 años,1000000.0,"8,074"
10352,1,3,8,19,0,Hombre,Jefe(a) de hogar,7,1976,Licencia no profesional B,No,No aplica,4,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Educacion,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,4,0,4,Diario,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $821.001 y 1.035.000,80000,No,No,No,No,No,No,No,46,De 30 a 64 años,624500.0,"11,54"
10361,1,18,5,18,14,Hombre,Jefe(a) de hogar,12,1970,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,4,0,4,Mensual,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.726.001 y $2.330.000,70000,Si,No,Si,No,No,No,No,51,De 30 a 64 años,1437000.0,"10,669"
10361,2,18,5,18,17,Mujeres,Conyuge o Pareja,9,1976,Licencia no profesional B,No,No aplica,4,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Salud,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,10,0,10,Mensual,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,60000,Si,No,No,No,No,Si,No,45,De 30 a 64 años,362500.0,"9,588"
10361,3,18,5,18,25,Hombre,Hija o Hijo,11,2006,No,Si,No aplica,1,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,4,0,4,Semanal,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,15000,No,No,No,No,No,No,No,15,De 14 a 18 años,0.0,"13,075"
10361,4,18,5,18,20,Mujeres,Hija o Hijo,9,2009,No,Si,No aplica,7,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,4,0,4,Semanal,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,15000,No,No,No,No,No,No,No,12,De 5 a 13 años,0.0,"17,559"
10362,1,19,5,17,0,Mujeres,Otro familiar,6,1963,No,No,No aplica,7,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Sector Publico,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,0,2,Semanal,Nunca,Semanal,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,15000,Si,No,Si,No,No,No,No,58,De 30 a 64 años,272500.0,"19,209"
10362,2,19,5,17,5,Mujeres,Otro familiar,5,1940,No,No,No,0,"Ninguno, nunca asistio",Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,0,No,No,No,No,No,No,No,82,Mas de 65 años,245000.0,"6,329"
10362,3,19,5,17,10,Hombre,Jefe(a) de hogar,2,1973,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,30.0,2,2,2,Diario,Nunca,Semanal,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,Si,No,Si,No,No,No,No,49,De 30 a 64 años,362500.0,"9,492"
10371,1,19,5,18,0,Hombre,Jefe(a) de hogar,3,1975,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,4,0,4,Mensual,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.035.001 y $1.275.000,70000,Si,No,Si,No,No,No,No,47,De 30 a 64 años,757500.0,"19,134"
10371,2,19,5,18,5,Mujeres,Conyuge o Pareja,11,1977,Licencia no profesional B,No,No aplica,3,Profesionales,Si,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,13.0,55.0,3,0,3,Mensual,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,30000,Si,No,Si,No,No,No,No,44,De 30 a 64 años,0.0,"13,388"
10371,3,19,5,18,10,Hombre,Hija o Hijo,5,2001,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,0.0,3,0,3,Mensual,Mensual,Mensual,Mensual,Diario,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,5000,No,No,No,No,No,No,No,21,De 19 a 29 años,423000.0,"25,614"
10371,4,19,5,18,15,Mujeres,Hija o Hijo,11,2014,No,No,No aplica,2,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,2,0,2,Mensual,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,7,De 5 a 13 años,0.0,"15,811"
10371,5,19,5,18,20,Hombre,Hija o Hijo,11,2017,No,No,No aplica,1,Pre-basico,Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,14.0,20.0,2,0,2,Mensual,Diario,Nunca,Nunca,Nunca,Diario,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,15000,No,No,No,No,No,No,No,4,Hasta 4 años,0.0,"13,085"
10372,1,20,5,15,24,Mujeres,Jefe(a) de hogar,1,1934,No,No,No,0,"Ninguno, nunca asistio",Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,30.0,2,0,2,Nunca,Semanal,Mensual,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",180000.0,Menos de $245.000,15000,No,No,No,No,No,No,No,88,Mas de 65 años,180000.0,"5,345"
10372,2,20,5,15,27,Hombre,Hija o Hijo,5,1972,No,No,No aplica,6,Educacion Especial/Diferencia,Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,30.0,2,2,2,Semanal,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,2000,No,No,No,No,No,No,No,50,De 30 a 64 años,0.0,"8,734"
10381,1,18,5,17,0,Mujeres,Jefe(a) de hogar,5,1965,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,57,De 30 a 64 años,0.0,"22,321"
10381,2,18,5,17,17,Hombre,Conyuge o Pareja,8,1961,"Licencia profesional A1, A2, A3, A4, A5",No,No,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,4,0,4,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,30000,No,No,No,No,No,No,No,60,De 30 a 64 años,272500.0,"20,185"
10381,3,18,5,17,11,Hombre,Otro familiar,8,2001,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Semanal,Mensual,Nunca,Si,Si,Desconocido,Si,Si,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,20,De 19 a 29 años,0.0,"29,117"
10382,1,19,5,16,0,Hombre,Jefe(a) de hogar,2,1987,No,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,0,4,Semanal,Nunca,Semanal,Diario,Nunca,Nunca,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,45000,No,No,No,No,No,No,No,35,De 30 a 64 años,362500.0,"33,54"
10382,2,19,5,16,10,Mujeres,Conyuge o Pareja,6,1983,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Otro,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,2,2,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,15000,No,No,No,No,No,No,No,38,De 30 a 64 años,245000.0,"23,741"
10382,3,19,5,16,15,Mujeres,Otro familiar,4,1983,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,5000,No,No,No,No,No,No,No,39,De 30 a 64 años,0.0,"23,741"
10382,4,19,5,16,18,Mujeres,Hija o Hijo,9,2014,No,No,No aplica,3,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,2,2,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,2000,No,No,No,No,No,No,No,7,De 5 a 13 años,0.0,"15,811"
10382,5,19,5,16,31,Hombre,Otro familiar,9,2013,No,Si,No aplica,4,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,2,2,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,2000,No,No,No,No,No,No,No,8,De 5 a 13 años,0.0,"13,085"
10391,1,20,5,18,3,Hombre,Jefe(a) de hogar,3,1960,"Licencia profesional A1, A2, A3, A4, A5",No,No,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,35.0,4,0,4,Nunca,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,80000,No,No,No,No,No,No,No,62,De 30 a 64 años,1088500.0,"20,185"
10391,2,20,5,17,58,Mujeres,Conyuge o Pareja,1,1960,Licencia no profesional B,No,No,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,4,4,Diario,Semanal,Nunca,Mensual,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,10000,Si,No,No,No,No,Si,No,62,De 30 a 64 años,1088500.0,"22,321"
10391,3,20,5,18,21,Mujeres,Hija o Hijo,1,1996,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,10000,No,No,No,No,No,No,No,26,De 19 a 29 años,272500.0,"26,988"
10392,1,19,5,15,12,Hombre,Jefe(a) de hogar,11,1986,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,0,4,Semanal,Diario,Nunca,Nunca,Mensual,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,20000,No,No,No,No,No,No,No,35,De 30 a 64 años,469500.0,"15,31"
10392,2,19,5,15,19,Mujeres,Conyuge o Pareja,7,1996,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,10000,Si,No,Si,No,No,No,No,25,De 19 a 29 años,272500.0,"10,837"
10401,1,23,5,18,59,Mujeres,Jefe(a) de hogar,11,1958,No,No,No,4,Profesionales,No,Si,No,No,Si,No,No,No,No aplica,['Empleado u obrero del sector publico'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Diario,Nunca,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",400000.0,Entre $395.001 y $560.000,90000,No,No,No,No,No,No,No,63,De 30 a 64 años,400000.0,"22,814"
10401,2,23,5,19,0,Hombre,Otro familiar,4,1989,Licencia no profesional B,No,No aplica,4,Universitarios incompletos,No,Si,No,No,No,No,No,No,No aplica,['Servicio domestico puertas afuera'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Torres del paine,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,0.0,2,0,2,Anual,Diario,Nunca,Nunca,Mensual,Anual,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,60000,No,No,No,No,No,No,No,33,De 30 a 64 años,Desconocido,"38,968"
